fname,label,manually_verified,freesound_id,license
03d42e2e.wav,Double_bass,0.0,203784.0,Attribution
03e13ae7.wav,Trumpet,0.0,26197.0,Attribution
03e88255.wav,Electric_piano,0.0,65758.0,Attribution
03e9765d.wav,Drawer_open_or_close,0.0,347788.0,Creative Commons 0
03ed9ba8.wav,Oboe,0.0,355173.0,Attribution
03f38c68.wav,Hi-hat,0.0,29785.0,Creative Commons 0
03fc1f96.wav,Bass_drum,1.0,124999.0,Creative Commons 0
04076350.wav,Clarinet,0.0,257968.0,Creative Commons 0
04092b14.wav,Gong,0.0,245875.0,Creative Commons 0
041396a9.wav,Laughter,1.0,60606.0,Creative Commons 0
04186a03.wav,Violin_or_fiddle,1.0,247833.0,Attribution
04281949.wav,Tearing,0.0,30634.0,Creative Commons 0
0429828b.wav,Fireworks,0.0,213235.0,Creative Commons 0
04330b10.wav,Squeak,0.0,39709.0,Attribution
04335030.wav,Trumpet,0.0,10713.0,Creative Commons 0
043a5393.wav,Electric_piano,0.0,198621.0,Attribution
0446a487.wav,Snare_drum,1.0,84842.0,Attribution
0447d04d.wav,Laughter,0.0,244331.0,Creative Commons 0
04490642.wav,Trumpet,0.0,93340.0,Creative Commons 0
044be615.wav,Violin_or_fiddle,1.0,269525.0,Attribution
0450e72b.wav,Oboe,0.0,355191.0,Attribution
04562f7d.wav,Trumpet,0.0,49480.0,Attribution
0457d8bc.wav,Bark,0.0,54545.0,Creative Commons 0
0459f90f.wav,Squeak,1.0,18352.0,Attribution
04646cce.wav,Gong,0.0,375554.0,Creative Commons 0
047b3d34.wav,Cough,0.0,180046.0,Attribution
047f5b83.wav,Gong,0.0,194432.0,Creative Commons 0
0482a372.wav,Cello,0.0,372841.0,Creative Commons 0
048fb352.wav,Applause,0.0,237351.0,Attribution
0496718e.wav,Finger_snapping,1.0,346786.0,Attribution
04a19a27.wav,Writing,1.0,326961.0,Creative Commons 0
04a7003c.wav,Knock,1.0,349307.0,Creative Commons 0
04ab05a7.wav,Bark,0.0,58661.0,Attribution
04ad9aa5.wav,Knock,1.0,349295.0,Creative Commons 0
04b4009f.wav,Snare_drum,0.0,7230.0,Attribution
04b9a79a.wav,Clarinet,0.0,372952.0,Creative Commons 0
04cce777.wav,Burping_or_eructation,0.0,215359.0,Creative Commons 0
04d0cae4.wav,Knock,0.0,349284.0,Creative Commons 0
04d33fe7.wav,Shatter,0.0,173559.0,Creative Commons 0
04e82f46.wav,Bass_drum,0.0,156863.0,Creative Commons 0
04e8596a.wav,Violin_or_fiddle,0.0,107319.0,Creative Commons 0
0508f1e3.wav,Double_bass,0.0,383572.0,Creative Commons 0
051138fc.wav,Finger_snapping,1.0,346794.0,Attribution
0513cbfc.wav,Bass_drum,0.0,151813.0,Creative Commons 0
05149415.wav,Knock,1.0,113131.0,Creative Commons 0
05173c4d.wav,Bark,0.0,270590.0,Creative Commons 0
051f9935.wav,Fart,0.0,141375.0,Creative Commons 0
0526ac41.wav,Double_bass,0.0,383614.0,Creative Commons 0
052789c8.wav,Fireworks,1.0,46324.0,Attribution
05309a38.wav,Snare_drum,0.0,209889.0,Creative Commons 0
05388f6c.wav,Applause,0.0,80398.0,Attribution
05561612.wav,Cello,1.0,248004.0,Attribution
0556be76.wav,Violin_or_fiddle,1.0,356186.0,Attribution
0563ab6e.wav,Shatter,0.0,182896.0,Attribution
058b98f0.wav,Telephone,1.0,19880.0,Attribution
05a0ca60.wav,Gong,0.0,273645.0,Attribution
05a3154f.wav,Oboe,1.0,355252.0,Attribution
05a458a7.wav,Fireworks,0.0,62543.0,Attribution
05b76c07.wav,Saxophone,0.0,257413.0,Attribution
05bc162b.wav,Gunshot_or_gunfire,1.0,161969.0,Creative Commons 0
05c5ab94.wav,Squeak,0.0,75332.0,Creative Commons 0
05cc4425.wav,Shatter,0.0,118515.0,Creative Commons 0
05d0dfa7.wav,Oboe,0.0,373661.0,Creative Commons 0
05d54a68.wav,Trumpet,1.0,374175.0,Creative Commons 0
05d81cdf.wav,Acoustic_guitar,0.0,161316.0,Creative Commons 0
05e4028a.wav,Saxophone,1.0,13484.0,Creative Commons 0
05ecefbe.wav,Violin_or_fiddle,0.0,56091.0,Creative Commons 0
05ef46ec.wav,Double_bass,1.0,383686.0,Creative Commons 0
05f2c2a6.wav,Clarinet,1.0,248391.0,Attribution
06006fca.wav,Knock,0.0,193832.0,Creative Commons 0
0609bd9e.wav,Writing,0.0,347150.0,Creative Commons 0
060b8c30.wav,Computer_keyboard,0.0,153246.0,Attribution
060ba089.wav,Finger_snapping,1.0,346810.0,Attribution
060ca755.wav,Fart,0.0,63808.0,Attribution
060e13d6.wav,Trumpet,1.0,357516.0,Attribution
060fab76.wav,Electric_piano,1.0,12787.0,Attribution
061cf689.wav,Trumpet,0.0,77706.0,Attribution
0627acfa.wav,Cello,0.0,251821.0,Attribution
0632d921.wav,Laughter,0.0,260825.0,Creative Commons 0
0640c787.wav,Applause,0.0,381359.0,Attribution
06487815.wav,Drawer_open_or_close,1.0,364106.0,Creative Commons 0
064cfad3.wav,Clarinet,0.0,248367.0,Attribution
065e7bb4.wav,Computer_keyboard,0.0,167256.0,Attribution
066d40f4.wav,Snare_drum,0.0,13252.0,Attribution
06712325.wav,Laughter,0.0,351424.0,Creative Commons 0
06730f97.wav,Trumpet,1.0,357553.0,Attribution
06789937.wav,Saxophone,1.0,46690.0,Creative Commons 0
06896eb5.wav,Trumpet,0.0,349710.0,Creative Commons 0
06959969.wav,Tambourine,1.0,210637.0,Attribution
06a09fcd.wav,Harmonica,0.0,39615.0,Attribution
06a1dfc0.wav,Snare_drum,0.0,17202.0,Creative Commons 0
06a76756.wav,Snare_drum,0.0,16792.0,Creative Commons 0
06b278f7.wav,Harmonica,1.0,325385.0,Attribution
06b89bf9.wav,Violin_or_fiddle,1.0,356333.0,Attribution
06b9dc31.wav,Finger_snapping,1.0,325265.0,Creative Commons 0
06c1c5c3.wav,Harmonica,0.0,256587.0,Creative Commons 0
06c48eab.wav,Hi-hat,1.0,138820.0,Attribution
06d0d6e4.wav,Scissors,1.0,19181.0,Attribution
06d164df.wav,Clarinet,0.0,356621.0,Attribution
06d2b52b.wav,Cowbell,1.0,91183.0,Creative Commons 0
06dbf664.wav,Fireworks,0.0,198344.0,Creative Commons 0
06dd3b18.wav,Bark,0.0,131258.0,Attribution
06e15d8e.wav,Bass_drum,0.0,38709.0,Attribution
06e87b61.wav,Bark,0.0,23750.0,Attribution
06ed75a7.wav,Gong,1.0,222221.0,Attribution
06f60188.wav,Saxophone,1.0,119349.0,Attribution
06fbb272.wav,Drawer_open_or_close,0.0,108402.0,Attribution
06fd1973.wav,Hi-hat,0.0,67210.0,Attribution
06feb8ea.wav,Finger_snapping,0.0,16451.0,Creative Commons 0
070183b1.wav,Fireworks,0.0,237752.0,Attribution
07036b1d.wav,Snare_drum,0.0,118284.0,Attribution
0704ffb8.wav,Bark,0.0,57596.0,Creative Commons 0
070bcdd9.wav,Violin_or_fiddle,0.0,11471.0,Attribution
070f52cb.wav,Cello,0.0,195546.0,Attribution
0713db9c.wav,Microwave_oven,0.0,153283.0,Creative Commons 0
0716126b.wav,Harmonica,1.0,116879.0,Creative Commons 0
071803a0.wav,Cello,1.0,357922.0,Attribution
071e836c.wav,Microwave_oven,0.0,245755.0,Creative Commons 0
071efb95.wav,Bass_drum,1.0,91661.0,Creative Commons 0
0720ef3b.wav,Saxophone,1.0,46687.0,Creative Commons 0
07211dfa.wav,Trumpet,1.0,357771.0,Attribution
072f3031.wav,Double_bass,0.0,203774.0,Attribution
0730a3d8.wav,Acoustic_guitar,0.0,8468.0,Creative Commons 0
0733ce78.wav,Laughter,0.0,72837.0,Attribution
0738f99f.wav,Oboe,1.0,373604.0,Creative Commons 0
0742098b.wav,Squeak,0.0,19953.0,Attribution
074cc08b.wav,Fart,0.0,315895.0,Creative Commons 0
074e07a5.wav,Squeak,0.0,178076.0,Creative Commons 0
074e2f09.wav,Hi-hat,1.0,137473.0,Attribution
07563fea.wav,Drawer_open_or_close,0.0,245923.0,Creative Commons 0
07605b4c.wav,Bark,0.0,85663.0,Attribution
0765b7d1.wav,Harmonica,0.0,352735.0,Creative Commons 0
076b6a7a.wav,Squeak,0.0,24731.0,Creative Commons 0
07762f74.wav,Tearing,1.0,352444.0,Creative Commons 0
07764530.wav,Oboe,0.0,373610.0,Creative Commons 0
0779162e.wav,Finger_snapping,1.0,161268.0,Attribution
0784c182.wav,Knock,1.0,144947.0,Creative Commons 0
078c67e5.wav,Tearing,0.0,359143.0,Attribution
078f7ac0.wav,Hi-hat,1.0,137486.0,Attribution
079968f4.wav,Clarinet,1.0,249035.0,Attribution
079bb1c3.wav,Oboe,0.0,355108.0,Attribution
07a16abd.wav,Tearing,0.0,10414.0,Creative Commons 0
07a177eb.wav,Squeak,0.0,340950.0,Attribution
07a99531.wav,Oboe,0.0,373671.0,Creative Commons 0
07af4f4d.wav,Gong,0.0,33855.0,Attribution
07b44e8e.wav,Tambourine,0.0,52219.0,Creative Commons 0
07b910ee.wav,Cowbell,0.0,159758.0,Creative Commons 0
07c8c909.wav,Flute,0.0,53826.0,Attribution
07ce4408.wav,Gunshot_or_gunfire,1.0,187767.0,Creative Commons 0
07db7f16.wav,Flute,1.0,354434.0,Attribution
07ec6849.wav,Cough,0.0,125403.0,Creative Commons 0
07ed1d56.wav,Burping_or_eructation,0.0,58020.0,Attribution
07f16007.wav,Cello,1.0,179879.0,Creative Commons 0
07f6b1dc.wav,Cello,0.0,149895.0,Creative Commons 0
07f88679.wav,Hi-hat,0.0,36325.0,Attribution
08064f4a.wav,Writing,0.0,211397.0,Creative Commons 0
080bffb7.wav,Writing,1.0,321137.0,Creative Commons 0
081a3386.wav,Fart,1.0,92856.0,Attribution
081c263d.wav,Keys_jangling,1.0,336198.0,Creative Commons 0
082321d2.wav,Cello,0.0,242160.0,Attribution
0832c151.wav,Trumpet,0.0,369873.0,Creative Commons 0
085652af.wav,Oboe,1.0,355247.0,Attribution
085be86f.wav,Tambourine,0.0,276301.0,Creative Commons 0
086dfaff.wav,Bark,0.0,128040.0,Attribution
086e6a35.wav,Fart,1.0,88147.0,Attribution
0879e568.wav,Saxophone,0.0,119177.0,Attribution
087f12b6.wav,Cowbell,1.0,382830.0,Attribution
0886c767.wav,Chime,1.0,257553.0,Attribution
0886d4f8.wav,Shatter,0.0,255114.0,Attribution
08893744.wav,Bass_drum,0.0,131336.0,Creative Commons 0
08894340.wav,Double_bass,1.0,203824.0,Attribution
088b75db.wav,Bass_drum,0.0,54598.0,Attribution
088d3f95.wav,Harmonica,1.0,116950.0,Creative Commons 0
08a68ba1.wav,Acoustic_guitar,1.0,183022.0,Attribution
08a94aca.wav,Fart,0.0,74637.0,Attribution
08b54ed0.wav,Burping_or_eructation,1.0,158443.0,Attribution
08b88eb7.wav,Violin_or_fiddle,1.0,355925.0,Attribution
08c931f6.wav,Knock,0.0,349306.0,Creative Commons 0
08cf2d2b.wav,Bark,0.0,179386.0,Attribution
08d931c3.wav,Computer_keyboard,1.0,379073.0,Creative Commons 0
08dba5f4.wav,Gong,0.0,150347.0,Attribution
08e79547.wav,Bass_drum,0.0,197807.0,Creative Commons 0
08fa5140.wav,Clarinet,0.0,248920.0,Attribution
08fb553f.wav,Writing,0.0,337088.0,Creative Commons 0
0906c4a9.wav,Double_bass,0.0,383685.0,Creative Commons 0
090e1d30.wav,Cowbell,1.0,90991.0,Creative Commons 0
090ea106.wav,Tambourine,0.0,210662.0,Attribution
09158810.wav,Tambourine,1.0,375721.0,Creative Commons 0
0920512f.wav,Tearing,1.0,10419.0,Creative Commons 0
09282dc5.wav,Cough,0.0,9297.0,Creative Commons 0
0933c357.wav,Gunshot_or_gunfire,1.0,96635.0,Attribution
0939d783.wav,Bark,0.0,35296.0,Creative Commons 0
093bf325.wav,Writing,0.0,94716.0,Creative Commons 0
095138e2.wav,Oboe,1.0,355261.0,Attribution
095836cb.wav,Flute,0.0,32926.0,Creative Commons 0
0958751e.wav,Hi-hat,1.0,137654.0,Attribution
0969b5c5.wav,Acoustic_guitar,0.0,8450.0,Creative Commons 0
096b4d70.wav,Keys_jangling,0.0,258074.0,Creative Commons 0
097b5ab0.wav,Knock,1.0,193844.0,Creative Commons 0
09841f13.wav,Shatter,0.0,42901.0,Attribution
098a3205.wav,Bark,0.0,173188.0,Creative Commons 0
098c2232.wav,Laughter,0.0,273925.0,Attribution
0994e80c.wav,Computer_keyboard,1.0,155575.0,Creative Commons 0
09986ba4.wav,Laughter,0.0,72843.0,Attribution
099ce615.wav,Squeak,1.0,17872.0,Attribution
09a1cfd7.wav,Hi-hat,1.0,138728.0,Attribution
09a355a9.wav,Cough,0.0,19116.0,Attribution
09a585bf.wav,Keys_jangling,1.0,235614.0,Creative Commons 0
09a63606.wav,Acoustic_guitar,0.0,30172.0,Creative Commons 0
09a732e6.wav,Double_bass,0.0,89991.0,Attribution
09a7c5ce.wav,Snare_drum,0.0,165326.0,Creative Commons 0
09a7dc35.wav,Cowbell,1.0,90969.0,Creative Commons 0
09a895f3.wav,Fart,0.0,249753.0,Creative Commons 0
09b51c66.wav,Fireworks,0.0,268914.0,Creative Commons 0
09b8a126.wav,Violin_or_fiddle,1.0,373769.0,Creative Commons 0
09b901f8.wav,Computer_keyboard,1.0,380170.0,Attribution
09bc3033.wav,Drawer_open_or_close,0.0,365492.0,Creative Commons 0
09ca1e09.wav,Shatter,0.0,203377.0,Creative Commons 0
09ea5276.wav,Trumpet,1.0,247214.0,Attribution
0a037e96.wav,Fireworks,0.0,198354.0,Creative Commons 0
0a0a8d4c.wav,Clarinet,0.0,165832.0,Creative Commons 0
0a15b36b.wav,Clarinet,0.0,249102.0,Attribution
0a277f11.wav,Snare_drum,0.0,215133.0,Creative Commons 0
0a2a5c05.wav,Burping_or_eructation,1.0,245740.0,Creative Commons 0
0a2b4c80.wav,Snare_drum,0.0,160710.0,Creative Commons 0
0a32271b.wav,Meow,0.0,50357.0,Attribution
0a366772.wav,Writing,1.0,377831.0,Attribution
0a484e9f.wav,Writing,1.0,167265.0,Creative Commons 0
0a49afad.wav,Fireworks,1.0,349787.0,Creative Commons 0
0a54c770.wav,Bus,1.0,113329.0,Attribution
0a6bba04.wav,Cowbell,1.0,91150.0,Creative Commons 0
0a6dbf2c.wav,Finger_snapping,1.0,361747.0,Creative Commons 0
0a82b4d6.wav,Tearing,0.0,89376.0,Attribution
0a8ac55d.wav,Tambourine,1.0,382889.0,Attribution
0a8d300c.wav,Bus,0.0,29609.0,Attribution
0a925754.wav,Telephone,1.0,91401.0,Creative Commons 0
0a98104d.wav,Cello,0.0,195691.0,Attribution
0aa17642.wav,Knock,1.0,211502.0,Attribution
0aa32376.wav,Hi-hat,0.0,35919.0,Attribution
0aa7edd0.wav,Cowbell,0.0,319149.0,Creative Commons 0
0aab722d.wav,Hi-hat,0.0,421.0,Attribution
0aad0a16.wav,Gunshot_or_gunfire,1.0,204949.0,Attribution
0aaed52b.wav,Fart,1.0,110047.0,Attribution
0ac443ad.wav,Bark,0.0,47898.0,Attribution
0ac83c13.wav,Writing,0.0,173081.0,Creative Commons 0
0acba147.wav,Computer_keyboard,1.0,120567.0,Attribution
0ad0bf22.wav,Saxophone,1.0,13438.0,Creative Commons 0
0ad5618e.wav,Bass_drum,0.0,218287.0,Creative Commons 0
0ad666e3.wav,Saxophone,1.0,119240.0,Attribution
0ade0819.wav,Cowbell,0.0,46754.0,Attribution
0af32053.wav,Oboe,0.0,355119.0,Attribution
0afca134.wav,Shatter,0.0,254721.0,Attribution
0afcf36b.wav,Scissors,0.0,344591.0,Creative Commons 0
0aff3cde.wav,Bass_drum,0.0,82309.0,Creative Commons 0
0b05208c.wav,Electric_piano,1.0,6380.0,Attribution
0b142b38.wav,Cough,0.0,196283.0,Creative Commons 0
0b1f22c3.wav,Saxophone,1.0,119253.0,Attribution
0b2a3ef0.wav,Writing,0.0,259291.0,Attribution
0b3636e4.wav,Cello,0.0,358241.0,Attribution
0b3c0588.wav,Finger_snapping,1.0,216660.0,Creative Commons 0
0b3d7a19.wav,Cough,0.0,171542.0,Attribution
0b436682.wav,Acoustic_guitar,0.0,8602.0,Creative Commons 0
0b489adc.wav,Squeak,0.0,72650.0,Attribution
0b4dc8fc.wav,Fireworks,0.0,125723.0,Attribution
0b5b6734.wav,Cough,0.0,218306.0,Creative Commons 0
0b5dd555.wav,Double_bass,0.0,354279.0,Attribution
0b5ea11d.wav,Keys_jangling,0.0,260845.0,Attribution
0b6ac630.wav,Hi-hat,0.0,101266.0,Creative Commons 0
0b6fba96.wav,Burping_or_eructation,0.0,210763.0,Attribution
0b7044b0.wav,Burping_or_eructation,1.0,101156.0,Attribution
0b74f0da.wav,Writing,0.0,170239.0,Creative Commons 0
0b7aa40a.wav,Cello,0.0,195694.0,Attribution
0b7f8989.wav,Bark,0.0,33641.0,Attribution
0b80f560.wav,Fart,0.0,65154.0,Attribution
0b82b3a5.wav,Clarinet,1.0,356731.0,Attribution
0b914d51.wav,Meow,0.0,111138.0,Attribution
0b92a7e0.wav,Chime,1.0,44168.0,Attribution
0b95a1b5.wav,Knock,1.0,193842.0,Creative Commons 0
0b9904c1.wav,Burping_or_eructation,0.0,156837.0,Attribution
0ba6976e.wav,Clarinet,1.0,372982.0,Creative Commons 0
0ba8bcc2.wav,Laughter,0.0,30281.0,Attribution
0ba927cd.wav,Hi-hat,1.0,138805.0,Attribution
0bab86ae.wav,Violin_or_fiddle,1.0,247653.0,Attribution
0bb6b85a.wav,Keys_jangling,0.0,25308.0,Creative Commons 0
0bc522f3.wav,Keys_jangling,1.0,134884.0,Attribution
0bca94ec.wav,Glockenspiel,1.0,348898.0,Creative Commons 0
0bd9f47b.wav,Laughter,1.0,132816.0,Attribution
0bdef4f9.wav,Oboe,0.0,373672.0,Creative Commons 0
0be0fbaa.wav,Squeak,0.0,18069.0,Attribution
0be246ba.wav,Double_bass,0.0,203812.0,Attribution
0be52cd7.wav,Bass_drum,0.0,83262.0,Creative Commons 0
0bf505c1.wav,Tearing,0.0,141124.0,Creative Commons 0
0bfdf35b.wav,Shatter,0.0,174747.0,Creative Commons 0
0c080361.wav,Writing,0.0,376704.0,Creative Commons 0
0c0f796c.wav,Meow,1.0,130034.0,Attribution
0c118aaa.wav,Electric_piano,0.0,65658.0,Attribution
0c27360a.wav,Gunshot_or_gunfire,1.0,371001.0,Creative Commons 0
0c28638b.wav,Tambourine,0.0,320256.0,Attribution
0c2f1a54.wav,Finger_snapping,1.0,361769.0,Creative Commons 0
0c3044b3.wav,Saxophone,1.0,360234.0,Attribution
0c364094.wav,Cello,0.0,195550.0,Attribution
0c36c39a.wav,Saxophone,1.0,13411.0,Creative Commons 0
0c3bdc12.wav,Fart,1.0,76552.0,Attribution
0c3cba8b.wav,Clarinet,0.0,249121.0,Attribution
0c3e92c7.wav,Knock,0.0,258385.0,Attribution
0c4948ba.wav,Keys_jangling,0.0,156178.0,Creative Commons 0
0c4f2a87.wav,Oboe,1.0,355258.0,Attribution
0c547bc4.wav,Violin_or_fiddle,1.0,56003.0,Creative Commons 0
0c66ddcb.wav,Fireworks,0.0,97964.0,Creative Commons 0
0c67f402.wav,Snare_drum,1.0,13219.0,Creative Commons 0
0c6a3500.wav,Bus,1.0,12500.0,Attribution
0c6ec89a.wav,Oboe,0.0,355138.0,Attribution
0c7ae294.wav,Applause,1.0,30035.0,Attribution
0c7eb4eb.wav,Tearing,0.0,181772.0,Creative Commons 0
0c9abd6a.wav,Snare_drum,0.0,3146.0,Attribution
0ca8b59b.wav,Laughter,1.0,15291.0,Attribution
0cafd32f.wav,Tambourine,0.0,219256.0,Creative Commons 0
0cb7fc83.wav,Gong,0.0,222353.0,Attribution
0cbfebc7.wav,Laughter,0.0,277597.0,Attribution
